Unnamed: 0,Title,Show,Author,Length,Published,Views,Likes,Comments,Privacy Status,Region Restriction Count,Tag Count,Unnamed: 12,Time
21,Rajdeep Sardesai LIVE: BJP Out To Win Maharashtra | Ashok Chavan Quits Congress LIVE | India Today,News_Today_with_Rajdeep_Sardesai,India Today,2h 55m 10s,2024-02-13T04:49:38Z,5227,18,2,public,,,10.0,175.16666666666666
22,Rajdeep Sardesai LIVE: BJP Out To Win Maharashtra After Ashok Chavan Quits Congress? | India Today,News_Today_with_Rajdeep_Sardesai,India Today,7h 59m 30s,2024-02-13T02:03:17Z,21161,43,7,public,,,10.0,479.5
23,Qatar Releases Eight Indian Navy Veterans Accused of Espionage Post PM's Meeting,News_Today_with_Rajdeep_Sardesai,India Today,2m 59s,2024-02-12T17:38:33Z,803,10,3,public,,,18.0,2.9833333333333334
24,Bengal Governor Visits Violence-Struck Sandesh Kali Amid Allegations Against TMC Leaders,News_Today_with_Rajdeep_Sardesai,India Today,3m 53s,2024-02-12T17:25:35Z,6755,133,99,public,,,18.0,3.8833333333333333
25,Newstoday With Rajdeep Sardesai LIVE: BJP Out To Win Maharashtra After Ashok Chavan Quits Congress?,News_Today_with_Rajdeep_Sardesai,India Today,54m 11s,2024-02-12T16:27:19Z,66499,215,106,public,,,10.0,54.18333333333333
26,Imminent Split in Maharashtra's Congress Suggested by Expert,News_Today_with_Rajdeep_Sardesai,India Today,5m 50s,2024-02-12T16:17:42Z,35075,195,86,public,,,17.0,5.833333333333333
27,"Former Maharashtra CM Ashok Chavan Quits Congress, Likely to Join BJP",News_Today_with_Rajdeep_Sardesai,India Today,4m 3s,2024-02-12T16:11:46Z,6013,33,15,public,,,23.0,4.05
28,Union Ministers Meet Farmers Ahead of Scheduled Delhi Chalo March,News_Today_with_Rajdeep_Sardesai,India Today,4m 12s,2024-02-12T16:07:02Z,3751,21,13,public,,,20.0,4.2
29,Prashant Kishor LIVE With Rajdeep Sardesai: Prashant Kishor's Take On Rahul Gandhi & 2024 Elections,News_Today_with_Rajdeep_Sardesai,India Today,11h 55m 1s,2024-02-10T01:38:58Z,22767,81,10,public,,,20.0,715.0166666666667
30,Newstoday With Rajdeep Sardesai LIVE: PM Modi's Big Prediction Ahead Of 2024 Lok Sabha Elections,News_Today_with_Rajdeep_Sardesai,India Today,11h 54m 56s,2024-02-08T06:17:37Z,86327,249,15,public,,,22.0,714.9333333333333
31,Prashant Kishor LIVE Interview: Prashant Kishor On Rahul Gandhi & 2024 Elections | Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,11h 55m 1s,2024-02-08T03:04:16Z,106470,443,131,public,,,20.0,715.0166666666667
32,Ladakh Shuts Down Amid Rallies For Statehood | India Today News,News_Today_with_Rajdeep_Sardesai,India Today,4m 36s,2024-02-08T02:09:20Z,3722,78,4,public,,,22.0,4.6
33,Rajdeep Sardesai LIVE: PM Predicts 400+ Seats For NDA In 2024 Elections: Rhetoric Or Possibility?,News_Today_with_Rajdeep_Sardesai,India Today,7h 58m 55s,2024-02-08T02:04:11Z,5850,18,1,public,,,22.0,478.9166666666667
34,"Devolution of Funds: 'Another Straw on Opposition Parties', Says Veeraswamy",News_Today_with_Rajdeep_Sardesai,India Today,53s,2024-02-07T17:34:04Z,652,5,3,public,,,19.0,0.0
35,South India Versus Modi: New Political Battleground?,News_Today_with_Rajdeep_Sardesai,India Today,32m 38s,2024-02-07T16:42:37Z,13714,101,218,public,,,24.0,32.63333333333333
36,Rajdeep Sardesai LIVE: Karnataka CM Siddaramaiah Exclusive On South State Fund War LIVE News,News_Today_with_Rajdeep_Sardesai,India Today,52m 45s,2024-02-07T16:25:04Z,3842,20,17,public,,,18.0,52.75
37,Rajdeep Sardesai With Karnataka CM Siddaramaiah Exclusive On South State Fund War,News_Today_with_Rajdeep_Sardesai,India Today,6m 1s,2024-02-07T16:22:26Z,19825,160,101,public,,,18.0,6.016666666666667
38,Prashant Kishor LIVE: Prashant Kishor On Rahul Gandhi & 2024 Elections | Prashant Kishor LIVE,News_Today_with_Rajdeep_Sardesai,India Today,10h 6m 18s,2024-02-07T02:29:06Z,13547,63,7,public,,,19.0,606.3
39,Rajdeep Sardesai LIVE On Uniform Civil Code In India | Has The Time For UCC Come? | India Today,News_Today_with_Rajdeep_Sardesai,India Today,10h 10m 57s,2024-02-07T02:14:03Z,8063,39,2,public,,,21.0,610.95
40,Rajdeep Sardesai LIVE: UCC Bill Tabled In Uttarakhand Assembly: Is It A Blueprint For Rest Of India?,News_Today_with_Rajdeep_Sardesai,India Today,7h 41m 6s,2024-02-07T01:55:38Z,3762,16,0,public,,,21.0,461.1
41,"Deadly Firecracker Factory Explosion in Harda, Madhya Pradesh: 11 Dead, 100+ Injured",News_Today_with_Rajdeep_Sardesai,India Today,3m 22s,2024-02-06T16:52:14Z,17916,103,13,public,,,19.0,3.3666666666666667
42,Uttarakhand's Uniform Civil Code Bill: An Analysis,News_Today_with_Rajdeep_Sardesai,India Today,4m 4s,2024-02-06T16:43:14Z,5349,25,9,public,,,18.0,4.066666666666666
43,Debate on Polygamy Ban Based on Religious Differences Continues With Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,7m 2s,2024-02-06T16:42:48Z,1569,12,6,public,,,20.0,7.033333333333333
44,Uniform Civil Code: A Look at Polygamy Rates and Gender Equality in India,News_Today_with_Rajdeep_Sardesai,India Today,2m 58s,2024-02-06T16:42:32Z,898,4,4,public,,,23.0,2.966666666666667
45,Is Uttarakhand's Uniform Civil Court Blueprint a Political Move?,News_Today_with_Rajdeep_Sardesai,India Today,12m 21s,2024-02-06T16:31:04Z,4142,23,24,public,,,27.0,12.35
46,Newstoday With Rajdeep Sardesai LIVE: Is Uttarakhand's UCC Going To Be A Blueprint For India?,News_Today_with_Rajdeep_Sardesai,India Today,56m 2s,2024-02-06T16:27:51Z,15219,99,31,public,,,21.0,56.03333333333333
47,Double Setback for Indian Opposition as Election Commission Makes Ruling,News_Today_with_Rajdeep_Sardesai,India Today,5m 22s,2024-02-06T16:19:39Z,7451,64,13,public,,,24.0,5.366666666666666
48,Asaduddin Owaisi LIVE On Gyanvapi Mosque Row | Asaduddin Owaisi With Rajdeep Sardesai LIVE News,News_Today_with_Rajdeep_Sardesai,India Today,2h 18m 35s,2024-02-06T15:18:28Z,3261,17,6,public,,,20.0,138.58333333333334
49,Prashant Kishor LIVE: Prashant Kishor On Rahul Gandhi & 2024 Elections | Prashant Kishor LIVE,News_Today_with_Rajdeep_Sardesai,India Today,2h 27m 51s,2024-02-06T13:50:35Z,5291,36,6,public,,,19.0,147.85
50,"Prashant Kishor LIVE: Prashant Kishore On Modi, 2024 Polls | Prashant Kishor With Rajdeep Sardesai",News_Today_with_Rajdeep_Sardesai,India Today,5h 50m 31s,2024-02-06T12:53:29Z,23930,107,7,public,,,19.0,350.51666666666665
51,Rajdeep Sardesai LIVE With Asaduddin Owaisi | Asaduddin Owaisi On Gyanvapi Mosque | Owaisi LIVE News,News_Today_with_Rajdeep_Sardesai,India Today,2h 2m 1s,2024-02-06T12:36:42Z,2435,9,4,public,,,20.0,122.01666666666667
52,Asaduddin Owaisi LIVE On Gyanvapi Mosque Row |Asaduddin Owaisi Exclusive With Rajdeep Sardesai LIVE,News_Today_with_Rajdeep_Sardesai,India Today,3h 41m 41s,2024-02-06T10:25:44Z,2291,12,5,public,,,20.0,221.68333333333334
53,Rajdeep Sardesai LIVE: PM Modi's Lok Sabha Speech Decoded | PM Modi Speech | Lok Sabha LIVE News,News_Today_with_Rajdeep_Sardesai,India Today,3h 34m 35s,2024-02-06T09:59:19Z,2888,7,3,public,,,23.0,214.58333333333334
54,Prashant Kishor LIVE: Prashant Kishore On Rahul Gandhi | Prashant Kishor LIVE With Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,4h 53m 45s,2024-02-06T06:28:55Z,19903,134,16,public,,,19.0,293.75
55,Rajdeep Sardesai LIVE: PM Modi's Lok Sabha Speech Decoded | PM Modi Speech | Lok Sabha LIVE News,News_Today_with_Rajdeep_Sardesai,India Today,4h 17m 11s,2024-02-06T06:21:27Z,10933,35,4,public,,,23.0,257.18333333333334
56,"Asaduddin Owaisi LIVE On Gyanvapi Row, Kashi |Asaduddin Owaisi Exclusive With Rajdeep Sardesai LIVE",News_Today_with_Rajdeep_Sardesai,India Today,4h 27m 39s,2024-02-06T06:20:02Z,7019,69,20,public,,,20.0,267.65
57,News Today With Rajdeep Sardesai LIVE: PM Modi Speech Decoded | PM Modi In Parliament,News_Today_with_Rajdeep_Sardesai,India Today,8h 54m 37s,2024-02-06T01:44:47Z,6950,29,4,public,,,24.0,534.6166666666667
58,LIVE: Asaduddin Owaisi On Raging Faith Fight | Asaduddin Owaisi Exclusive With Rajdeep SardesaI,News_Today_with_Rajdeep_Sardesai,India Today,8h 28m 9s,2024-02-06T01:37:36Z,2427,13,3,public,,,19.0,508.15
59,Gyanvapi Mosque Debate: A Look At The Place Of Worship Act | Asaduddin Owaisi Exclusive,News_Today_with_Rajdeep_Sardesai,India Today,11m 36s,2024-02-05T16:53:54Z,10452,68,87,public,,,20.0,11.6
60,Delhi High Court Orders DDA To Maintain Status Quo On Demolished Mosque Land,News_Today_with_Rajdeep_Sardesai,India Today,4m 5s,2024-02-05T16:50:00Z,5223,67,39,public,,,28.0,4.083333333333333
61,Asaduddin Owaisi On Raging Faith Fight | Asaduddin Owaisi Exclusive With Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,17m 2s,2024-02-05T16:43:20Z,12910,113,112,public,,,19.0,17.033333333333335
62,Debate On PM Modi's Strategy For 2024 Elections | India Today,News_Today_with_Rajdeep_Sardesai,India Today,8m 35s,2024-02-05T16:37:07Z,1515,5,1,public,,,31.0,8.583333333333334
63,PM Modi's Nehru-focused Speech: Comparison or Distraction? | India Today,News_Today_with_Rajdeep_Sardesai,India Today,6m 40s,2024-02-05T16:34:10Z,937,8,3,public,,,31.0,6.666666666666667
64,PM Modi Fires On Opposition In Last Speech of 17th Lok Sabha,News_Today_with_Rajdeep_Sardesai,India Today,6m 42s,2024-02-05T16:32:36Z,5064,27,18,public,,,29.0,6.7
65,News Today With Rajdeep Sardesai: Will 'Kaamdar Vs Naamdar' Play Out Again? | India Today,News_Today_with_Rajdeep_Sardesai,India Today,18m 2s,2024-02-05T16:28:25Z,5970,31,19,public,,,22.0,18.033333333333335
66,News Today With Rajdeep Sardesai LIVE: PM Modi Speech Decoded | Asaduddin Owaisi Exclusive LIVE,News_Today_with_Rajdeep_Sardesai,India Today,53m 26s,2024-02-05T16:23:34Z,45841,227,66,public,,,24.0,53.43333333333333
67,Prashant Kishore LIVE: Prashant Kishore On Rahul Gandhi & PM Modi | Rajdeep Sardesai LIVE,News_Today_with_Rajdeep_Sardesai,India Today,4h 51m 26s,2024-02-05T12:52:38Z,7280,28,0,public,,,18.0,291.43333333333334
68,Prashant Kishor LIVE: Prashant Kishore On Rahul Gandhi | Prashant Kishor With Rajdeep Sardesai LIVE,News_Today_with_Rajdeep_Sardesai,India Today,3h 41m 39s,2024-02-05T05:13:24Z,10407,78,16,public,,,18.0,221.65
69,Prashant Kishor LIVE: Prashant Kishore On Rahul Gandhi | Prashant Kishor LIVE With Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,4h 38m 40s,2024-02-04T06:31:45Z,15605,130,27,public,,,19.0,278.6666666666667
70,News Today With Rajdeep Sardesai: TMC Mounts Attack On Congress | Didi Livid With Rahul!,News_Today_with_Rajdeep_Sardesai,India Today,11h 55m,2024-02-03T04:16:15Z,41248,147,13,public,,,19.0,0.0
71,Rajdeep Sardesai LIVE: Budget 2024 Analysis LIVE | Budget 2024 LIVE News | Shashi Tharoor On Budget,News_Today_with_Rajdeep_Sardesai,India Today,8h 50m 43s,2024-02-03T02:13:27Z,940,5,0,public,,,22.0,530.7166666666667
72,TMC's Sushmita Dev Exclusive On India Today After Rumours Of Problems In INDIA Bloc Rises,News_Today_with_Rajdeep_Sardesai,India Today,8m 3s,2024-02-02T17:16:12Z,19672,62,49,public,,,21.0,8.05
73,Rajdeep Sardesai LIVE: Budget 2024 Analysis LIVE | Budget 2024 LIVE News | Shashi Tharoor On Budget,News_Today_with_Rajdeep_Sardesai,India Today,6h 15m 15s,2024-02-02T17:13:46Z,3603,19,0,public,,,22.0,375.25
74,Are we parting ways?': Sushmita Dev's bold interrogation to Congress,News_Today_with_Rajdeep_Sardesai,India Today,1m 9s,2024-02-02T17:00:33Z,513,2,0,public,,,21.0,1.15
75,Delhi Police Probe Operation Lotus Allegation as Arvind Kejriwal Skips ED Summons,News_Today_with_Rajdeep_Sardesai,India Today,4m 11s,2024-02-02T16:59:21Z,4534,25,12,public,,,34.0,4.183333333333334
76,Mamata Banerjee Targets Rahul Gandhi and Congress,News_Today_with_Rajdeep_Sardesai,India Today,10m 18s,2024-02-02T16:59:10Z,5982,42,23,public,,,22.0,10.3
77,BJP Vs AAP In Delhi: AAP Claimed BJP Tried To Buy 7 MLAs | India Today News,News_Today_with_Rajdeep_Sardesai,India Today,47s,2024-02-02T16:18:38Z,8015,24,11,public,,,21.0,0.0
78,Rajdeep Sardesai LIVE: Budget 2024 Analysis LIVE | Budget 2024 LIVE News | Shashi Tharoor On Budget,News_Today_with_Rajdeep_Sardesai,India Today,2h 20m 31s,2024-02-02T10:48:37Z,1367,6,0,public,,,22.0,140.51666666666668
79,Rajdeep Sardesai LIVE: Budget 2024 Analysis LIVE | Shahi Tharoor LIVE Budget Analysis | India Today,News_Today_with_Rajdeep_Sardesai,India Today,3h 12m 19s,2024-02-02T08:31:34Z,3857,17,1,public,,,22.0,192.31666666666666
80,Prashant Kishor LIVE: Prashant Kishore On Rahul Gandhi | Prashant Kishor LIVE With Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,18h 35m 11s,2024-02-02T07:40:25Z,34972,171,1,public,,,19.0,1115.1833333333334
81,"Prashant Kishor LIVE: Prashant Kishore On 'INDIA' Bloc, Nitish Kumar & 2024 Polls | Rajdeep Sardesai",News_Today_with_Rajdeep_Sardesai,India Today,4h 22m 25s,2024-02-02T06:45:54Z,7848,44,7,public,,,19.0,262.4166666666667
82,Rajdeep Sardesai LIVE: Budget 2024 Analysis LIVE | Budget 2024 LIVE News | Shashi Tharoor On Budget,News_Today_with_Rajdeep_Sardesai,India Today,3h 32m 35s,2024-02-02T05:16:24Z,4624,49,4,public,,,22.0,212.58333333333334
83,Prashant Kishor LIVE: Prashant Kishore On Rahul Gandhi | Prashant Kishor LIVE With Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,5h 58m 46s,2024-02-01T21:34:25Z,81469,350,43,public,,,19.0,358.76666666666665
84,Decade Long Comparison Of Modi And Manmohan's Government's Budgets | Union Budget 2024,News_Today_with_Rajdeep_Sardesai,India Today,27m 3s,2024-02-01T17:32:23Z,10027,53,38,public,,,25.0,27.05
85,Union Budget 2024: Manmohan vs Modi Interim Budget; Dr Amit Mitra Weighs In,News_Today_with_Rajdeep_Sardesai,India Today,9m 21s,2024-02-01T17:22:32Z,23618,108,75,public,,,25.0,9.35
86,K.V. Subramaniam Suggests Labor Reforms As Biggest Challenge For India's Future Economy,News_Today_with_Rajdeep_Sardesai,India Today,14m 35s,2024-02-01T17:20:55Z,15165,99,45,public,,,25.0,14.583333333333334
87,NewsToday With Rajdeep Sardesai: Jharkhand Awaits New Chief Minister; UPA Vs NDA On Interim Budget,News_Today_with_Rajdeep_Sardesai,India Today,52m 59s,2024-02-01T17:00:06Z,14202,43,18,public,,,23.0,52.983333333333334
88,Discussing India's Economic Slowdown And Future Growth Prospects | Interim Budget 2024,News_Today_with_Rajdeep_Sardesai,India Today,8m 30s,2024-02-01T16:43:01Z,13500,71,46,public,,,25.0,8.5
89,Comparing Poverty Alleviation And Job Creation Efforts Of UPA And Current Regime | Budget 2024,News_Today_with_Rajdeep_Sardesai,India Today,8m 13s,2024-02-01T16:42:51Z,2454,26,9,public,,,25.0,8.216666666666667
90,Comparing Growth Rates Between UPA And NDA Tenures: Experts Discuss | Budget 2024,News_Today_with_Rajdeep_Sardesai,India Today,6m 18s,2024-02-01T16:40:24Z,15097,75,49,public,,,25.0,6.3
91,"Interim Budget 2024 Highlights: No Change In Tax Structure, Commitment To Housing & Health",News_Today_with_Rajdeep_Sardesai,India Today,3m 45s,2024-02-01T16:39:22Z,5942,18,5,public,,,25.0,3.75
92,Jharkhand in Limbo: No Chief Minister 24 Hours After Polls | Hemant Soren Arrest News,News_Today_with_Rajdeep_Sardesai,India Today,6m 39s,2024-02-01T16:30:12Z,964,8,2,public,,,22.0,6.65
93,JMM Rajya Sabha MP Denies Fear of Defection Among Party MLAs | Hemant Soren Arrest,News_Today_with_Rajdeep_Sardesai,India Today,3m 51s,2024-02-01T16:29:11Z,551,3,1,public,,,22.0,3.85
94,Rajdeep Sardesai LIVE: Hemant Soren Arrested LIVE News | Hemant Soren In ED Custody | India Today,News_Today_with_Rajdeep_Sardesai,India Today,5h 24m 36s,2024-02-01T15:51:50Z,8799,36,1,public,,,19.0,324.6
95,CM Soren Arrested In Land Scam Case | ED Produces Hemant Soren In PMLA Court,News_Today_with_Rajdeep_Sardesai,India Today,5m 33s,2024-02-01T09:53:35Z,8866,52,10,public,,,19.0,5.55
96,ED Produces Hemant Soren In PMLA Court | ED To Ask For 7-8 Days Custody Of Soren,News_Today_with_Rajdeep_Sardesai,India Today,2m 51s,2024-02-01T09:43:21Z,452,3,0,public,,,19.0,2.85
97,Prashant Kishor LIVE: Prashant Kishore On Rahul Gandhi | Prashant Kishor LIVE With Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,6h 44m 21s,2024-02-01T09:16:31Z,29135,131,43,public,,,19.0,404.35
98,Rajdeep Sardesai LIVE: Hemant Soren In ED Custody | Hemant Soren Arrested News LIVE | INDIA TODAY,News_Today_with_Rajdeep_Sardesai,India Today,7h 4m 26s,2024-02-01T09:01:05Z,6719,27,0,public,,,19.0,424.43333333333334
99,"Prashant Kishor LIVE With Rajdeep Sardesai: Prashant Kishor On Nitish Kumar, BJP & INDIA Alliance",News_Today_with_Rajdeep_Sardesai,India Today,9h 23m 19s,2024-02-01T02:36:45Z,2334,12,1,public,,,21.0,563.3166666666667
100,NewsToday With Rajdeep Sardesai: Hemant Soren In ED Custody | Hemant Soren Arrested,News_Today_with_Rajdeep_Sardesai,India Today,9h 57m 21s,2024-02-01T02:04:54Z,9725,45,0,public,,,19.0,597.35
101,"Prashant Kishor LIVE With Rajdeep Sardesai: Prashant Kishor On Nitish Kumar, BJP & INDIA Alliance",News_Today_with_Rajdeep_Sardesai,India Today,11h 54m 55s,2024-01-31T17:31:31Z,58965,249,4,public,,,21.0,714.9166666666666
102,Politicians Debate Allegations of Partisan Tackling of Corruption in India,News_Today_with_Rajdeep_Sardesai,India Today,7m 43s,2024-01-31T17:24:39Z,1995,9,5,public,,,25.0,7.716666666666667
103,Panel Discussion On Political Scandals | Jharkhand Politics Escalates,News_Today_with_Rajdeep_Sardesai,India Today,9m 23s,2024-01-31T17:17:18Z,2475,9,5,public,,,30.0,9.383333333333333
104,News Today With Rajdeep Sardesai: Hemant Soren Taken Into Probe Agency Custody | Hemant Soren News,News_Today_with_Rajdeep_Sardesai,India Today,37m 58s,2024-01-31T17:03:04Z,34849,187,112,public,,Ranchi,19.0,37.96666666666667
105,Champai Soren Stakes Claim To Form Government As Hemant Soren Arrested,News_Today_with_Rajdeep_Sardesai,India Today,8m 41s,2024-01-31T17:00:57Z,1056,2,1,public,,,29.0,8.683333333333334
106,"Jharkhand Political Turmoil: Hemant Soren Arrested, Successor Yet to be Sworn-In",News_Today_with_Rajdeep_Sardesai,India Today,5m 33s,2024-01-31T16:57:40Z,1419,11,8,public,,,30.0,5.55
107,"Ex-Chief Minister Of Jharkhand, Hemant Soren, Arrested in Land Scam Case",News_Today_with_Rajdeep_Sardesai,India Today,3m 56s,2024-01-31T16:44:29Z,43970,352,133,public,,,29.0,3.9333333333333336
108,ED Arrests Hemant Soren: A Shift in Indian Politics | Jharkhand Politics News,News_Today_with_Rajdeep_Sardesai,India Today,4m 17s,2024-01-31T16:37:31Z,4314,33,9,public,,,29.0,4.283333333333333
109,Hemant Soren Taken Into Probe Agency Custody | Hemant Soren News,News_Today_with_Rajdeep_Sardesai,India Today,8m 40s,2024-01-31T15:54:51Z,3865,28,11,public,,,30.0,8.666666666666666
110,News Today With Rajdeep Sardesai: Big Picture With Election Strategist Prashant Kishor | Exclusive,News_Today_with_Rajdeep_Sardesai,India Today,54m 30s,2024-01-31T12:09:37Z,83935,578,102,public,,,10.0,54.5
111,News Today With Rajdeep Sardesai: Big Picture With Election Strategist Prashant Kishor | Exclusive,News_Today_with_Rajdeep_Sardesai,India Today,11h 54m 56s,2024-01-31T09:47:54Z,302449,1597,16,public,,,10.0,714.9333333333333
112,Indian Politics To Revolve around BJP For Next 20-30 Years Predicts Prashant Kishor | Rajdeep,News_Today_with_Rajdeep_Sardesai,India Today,17m 23s,2024-01-31T04:32:54Z,1213919,10814,1929,public,,,21.0,17.383333333333333
113,Prashant Kishor Discusses Modi's Power In Indian Politics & Its Transformation With Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,7m 7s,2024-01-31T04:29:26Z,123411,470,103,public,,,21.0,7.116666666666666
114,Prashant Kishor LIVE: BJP Taking Back Nitish Kumar A Strategy Of Losing Battle To Win War,News_Today_with_Rajdeep_Sardesai,India Today,7h 15m 40s,2024-01-31T01:31:48Z,19215,86,16,public,,,20.0,435.6666666666667
115,Prashant Kishor Speaks On Regional Vs National Parties And The Power Of Caste,News_Today_with_Rajdeep_Sardesai,India Today,11m 7s,2024-01-30T18:03:15Z,30686,195,35,public,,,23.0,11.116666666666667
116,Prashant Kishor: BJP Taking Back Nitish Kumar A Strategy Of Losing Battle To Win War,News_Today_with_Rajdeep_Sardesai,India Today,43m 11s,2024-01-30T18:02:48Z,530734,5784,1247,public,,,21.0,43.18333333333333
117,New Political Landscape Emerges as BJP Dominance To Be Challenged,News_Today_with_Rajdeep_Sardesai,India Today,6m 24s,2024-01-30T18:00:04Z,60487,90,30,public,,,24.0,6.4
118,Nitish Kumar's Move To NDA: Impact On 2024 Indian Elections,News_Today_with_Rajdeep_Sardesai,India Today,9m 31s,2024-01-30T17:59:56Z,23896,90,27,public,,,21.0,9.516666666666667
119,Political Analysts Prashant Kishor Speaks On Rahul Gandhi's Leadership And Modi's Dominance,News_Today_with_Rajdeep_Sardesai,India Today,7m 29s,2024-01-30T17:53:55Z,73346,316,70,public,,,28.0,7.483333333333333
120,"BJP Bags Chandigarh Mayor Post In First Battle Against 'INDIA' Bloc; AAP Cries Foul Play, To Move HC",News_Today_with_Rajdeep_Sardesai,India Today,3m 26s,2024-01-30T17:06:24Z,14293,89,97,public,,,21.0,3.4333333333333336
121,News Today With Rajdeep Sardesai LIVE: Chhagan Bhujbal Exclusive | ED Questions Opposition Leaders,News_Today_with_Rajdeep_Sardesai,India Today,9h 38m 51s,2024-01-30T01:32:00Z,9466,31,1,public,,,26.0,578.85
122,Clashes Erupt Over Maratha Reservation Amid Maharashtra Government Divisions,News_Today_with_Rajdeep_Sardesai,India Today,3m 36s,2024-01-29T18:02:48Z,21452,47,12,public,,,23.0,3.6
123,Chhagan Bhujbal Exclusive | Maharashtra Minister Challenges Own Government Over OBC Reservation,News_Today_with_Rajdeep_Sardesai,India Today,7m 48s,2024-01-29T18:01:47Z,7116,93,83,public,,,24.0,7.8
124,Student Suicide Crisis Continues Unabated in Rajasthan's kota,News_Today_with_Rajdeep_Sardesai,India Today,2m 58s,2024-01-29T17:17:21Z,35570,440,125,public,,,25.0,2.966666666666667
125,Debate On Judiciary And Politicisation Of Law Enforcement In India,News_Today_with_Rajdeep_Sardesai,India Today,4m 8s,2024-01-29T17:07:34Z,796,1,2,public,,,22.0,4.133333333333334
126,News Today With Rajdeep Sardesai: ED Questions Top Opposition Leaders,News_Today_with_Rajdeep_Sardesai,India Today,25m 27s,2024-01-29T16:32:34Z,4748,18,34,public,,,29.0,25.45
127,"Political Tensions in Bihar, Maharashtra, and West Bengal Escalate Amid ED Probes",News_Today_with_Rajdeep_Sardesai,India Today,7m 40s,2024-01-29T16:30:42Z,1320,5,4,public,,,39.0,7.666666666666667
128,Discussion On Agencies' Role In Targetting Opposition Leaders | India Today,News_Today_with_Rajdeep_Sardesai,India Today,5m 18s,2024-01-29T16:27:44Z,1114,4,2,public,,,26.0,5.3
129,Rajdeep Sardesai LIVE: Nitish Kumar Takes Oath As Bihar CM LIVE |Bihar Political Crisis LIVE News,News_Today_with_Rajdeep_Sardesai,India Today,11h 55m 1s,2024-01-29T08:26:27Z,24373,89,0,public,,,23.0,715.0166666666667
130,Nitish Kumar News LIVE: Nitish Kumar Takes Oath As Bihar CM |Rajdeep Sardesai |Bihar Politics LIVE,News_Today_with_Rajdeep_Sardesai,India Today,11h 55m 1s,2024-01-29T02:17:09Z,20326,57,2,public,,,21.0,715.0166666666667
131,INDIA TODAY LIVE: Nitish Kumar With BJP Leaders Take Oath LIVE | Bihar Politics | Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,8h 57m 31s,2024-01-29T01:46:25Z,1810,4,0,public,,,22.0,537.5166666666667
132,News Today With Rajdeep Sardesai: Nitish Kumar Takes Oath As Bihar CM | Bihar Political Crisis,News_Today_with_Rajdeep_Sardesai,India Today,46m 19s,2024-01-28T17:08:51Z,61438,340,126,public,,,22.0,46.31666666666667
133,Nitish Kumar's Political Future & Bihar Leadership In 2025: A Discussion,News_Today_with_Rajdeep_Sardesai,India Today,8m 7s,2024-01-28T16:44:28Z,33103,90,13,public,,,28.0,8.116666666666667
134,Election Strategy Analysis: BJP's Moves Ahead Of The General Election,News_Today_with_Rajdeep_Sardesai,India Today,8m 21s,2024-01-28T16:41:19Z,34654,98,26,public,,,29.0,8.35
135,BJP Aims for 2024 Win While Congress Struggles with Internal Issues,News_Today_with_Rajdeep_Sardesai,India Today,10m 10s,2024-01-28T16:39:32Z,29537,113,95,public,,,26.0,10.166666666666666
136,Political Compulsions In Bipartisan Governance Discussed | Bihar Political Crisis,News_Today_with_Rajdeep_Sardesai,India Today,9m 18s,2024-01-28T16:34:31Z,1832,9,0,public,,,26.0,9.3
137,Masterstroke Or Mockery? Expert Analysis On Political Dynamics Of Bihar,News_Today_with_Rajdeep_Sardesai,India Today,6m 18s,2024-01-28T16:31:32Z,20215,89,63,public,,,28.0,6.3
138,Nitish Kumar News LIVE: Nitish Kumar With BJP Leaders Take Oath |Bihar Politics |INDIA TODAY LIVE,News_Today_with_Rajdeep_Sardesai,India Today,2h 33m 1s,2024-01-28T16:30:27Z,8441,17,0,public,,,22.0,153.01666666666668
139,Rajdeep Sardesai LIVE: Nitish Kumar Resigns As Bihar CM | Nitish Kumar To Take Oath LIVE |Bihar News,News_Today_with_Rajdeep_Sardesai,India Today,2h 48m 15s,2024-01-28T12:47:06Z,12145,34,2,public,,,21.0,168.25
140,"Rajdeep Sardesai LIVE: Suspense Over Nitish Kumar's Move Continues, Will Nitish Join Hands With NDA?",News_Today_with_Rajdeep_Sardesai,India Today,9h 17m 56s,2024-01-28T02:17:51Z,6246,17,0,public,,,22.0,557.9333333333333
141,"Rajdeep Sardesai LIVE: Suspense Over Nitish Kumar's Move Continues, Will Nitish Join Hands With NDA?",News_Today_with_Rajdeep_Sardesai,India Today,3h 31m 20s,2024-01-27T16:45:50Z,17236,46,1,public,,,22.0,211.33333333333334
